ball	 paddle	timestamp
[691.41149395910202, 362.03866814568016, 1341254828.5697751]	[728.38834764831836, 311.61165235168153, 1341254828.5698991]
[694.48216699453587, 359.77133784388138, 1341254828.5870759]	[728.38834764831836, 311.61165235168153, 1341254828.587173]
[697.19261445277675, 357.76999169514227, 1341254828.6023681]	[728.38834764831836, 311.61165235168153, 1341254828.6024599]
[700.09264765757121, 355.62865880636593, 1341254828.6187561]	[728.38834764831836, 311.61165235168153, 1341254828.6188431]
[703.04314704373178, 353.45006258772446, 1341254828.635489]	[728.38834764831836, 311.61165235168153, 1341254828.635622]
[705.88423271059264, 351.35225551150813, 1341254828.6515319]	[728.38834764831836, 311.61165235168153, 1341254828.6516459]
[708.80920363544351, 349.19250905421154, 1341254828.6680269]	[728.38834764831836, 311.61165235168153, 1341254828.668124]
[712.37006532382952, 346.56323217796114, 1341254828.6881249]	[728.38834764831836, 311.61165235168153, 1341254828.688211]
[714.65277391876862, 344.87772079079696, 1341254828.7010951]	[728.38834764831836, 311.61165235168153, 1341254828.7012179]
[717.51018936170703, 342.76785609864601, 1341254828.717227]	[728.38834764831836, 311.61165235168153, 1341254828.7173369]
[720.43106729358738, 340.61113183449061, 1341254828.7336941]	[728.38834764831836, 311.61165235168153, 1341254828.7337899]
[723.32755605086118, 338.47241610266144, 1341254828.7500379]	[728.38834764831836, 311.61165235168153, 1341254828.750124]
[726.23910871009798, 336.32257745380718, 1341254828.766489]	[728.38834764831836, 311.61165235168153, 1341254828.766577]
[729.11682033467287, 334.19772642247131, 1341254828.7827449]	[728.38834764831836, 311.61165235168153, 1341254828.7828331]
[732.10217345478691, 331.99339482718369, 1341254828.7997079]	[728.38834764831836, 311.61165235168153, 1341254828.799834]
[735.05971954018514, 329.80959545127848, 1341254828.816381]	[734.29657716627253, 317.5198818696357, 1341254828.8165519]
[737.86734393461848, 327.73649558290754, 1341254828.8322129]	[739.9053111787083, 323.12861588207136, 1341254828.83236]
[733.67839730107471, 333.40963701461214, 1341254828.8483789]	[745.62969614345798, 328.85300084682103, 1341254828.84851]
[731.48297650205927, 336.38292213483453, 1341254828.865278]	[751.5693672104012, 334.79267191376425, 1341254828.8654749]
[729.35563294029771, 339.26400942371481, 1341254828.8815141]	[757.32485654935181, 340.54816125271498, 1341254828.88168]
[727.20775715915374, 342.1729037473109, 1341254828.8979199]	[763.13589543463991, 346.35920013800296, 1341254828.898067]
[725.08733036932358, 345.04462356774366, 1341254828.9141259]	[768.87267157285169, 352.09597627621486, 1341254828.914258]
[722.97422538761907, 347.90642737427902, 1341254828.9302969]	[774.58963869226341, 357.81294339562646, 1341254828.930428]
[720.81799962954892, 350.82663017329855, 1341254828.9467969]	[780.42326828835326, 363.64657299171643, 1341254828.946928]
[718.63759632634867, 353.77957691608049, 1341254828.9634819]	[786.32230979333212, 369.54561449669518, 1341254828.963613]
[716.50268170341872, 356.67091778528857, 1341254828.9798191]	[792.09828250065902, 375.32158720402208, 1341254828.9799509]
[714.35717382617929, 359.57660522779452, 1341254828.9962361]	[797.90291506497351, 381.12621976833645, 1341254828.996367]
[712.20590197233037, 362.49009889400691, 1341254829.0126989]	[803.72314196323691, 386.94644666659985, 1341254829.01283]
[710.06092375780634, 365.39506900784806, 1341254829.0291131]	[809.52634153470171, 392.74964623806488, 1341254829.029247]
[707.93735014831361, 368.27105060446638, 1341254829.045361]	[815.27163133631279, 398.49493603967585, 1341254829.045496]
[705.75133865165549, 371.23159259193562, 1341254829.062155]	[821.18584570675557, 404.40915041011863, 1341254829.0623209]
[703.61106508831017, 374.13019113940027, 1341254829.0785179]	[821.18584570675557, 404.40915041011863, 1341254829.07868]
[701.4387625089937, 377.07216697318972, 1341254829.0951841]	[821.18584570675557, 404.40915041011863, 1341254829.0953729]
[699.36603652018664, 379.87928501797717, 1341254829.1110001]	[821.18584570675557, 404.40915041011863, 1341254829.1111619]
[697.18784533773942, 382.82923585868821, 1341254829.1276591]	[821.18584570675557, 404.40915041011863, 1341254829.1278019]
[695.02171177122671, 385.76285692332158, 1341254829.144285]	[821.18584570675557, 404.40915041011863, 1341254829.1444719]
[692.88467849743483, 388.65706710718916, 1341254829.1606021]	[821.18584570675557, 404.40915041011863, 1341254829.160764]
[690.76961064802003, 391.52152924936513, 1341254829.1767571]	[821.18584570675557, 404.40915041011863, 1341254829.1768999]
[688.60033026184476, 394.45941209018417, 1341254829.193424]	[821.18584570675557, 404.40915041011863, 1341254829.193614]
[686.45024235994811, 397.37130231585138, 1341254829.2098379]	[821.18584570675557, 404.40915041011863, 1341254829.210001]
[684.32588983469736, 400.24833880756523, 1341254829.2260649]	[821.18584570675557, 404.40915041011863, 1341254829.2262089]
[682.18181516245272, 403.1520852430956, 1341254829.242501]	[821.18584570675557, 404.40915041011863, 1341254829.242662]
[679.99424583427844, 406.11473702075568, 1341254829.25928]	[821.18584570675557, 404.40915041011863, 1341254829.259469]
[677.84886258356028, 409.0202556800466, 1341254829.2756989]	[821.18584570675557, 404.40915041011863, 1341254829.275888]
[675.69512935591592, 411.93708281476052, 1341254829.2921829]	[821.18584570675557, 404.40915041011863, 1341254829.2923729]
[673.56660184220186, 414.81977354418586, 1341254829.308429]	[821.18584570675557, 404.40915041011863, 1341254829.3085921]
[671.36096166844095, 417.80689888806035, 1341254829.3252971]	[821.18584570675557, 404.40915041011863, 1341254829.325459]
[669.27415288272823, 420.63308943617358, 1341254829.341315]	[821.18584570675557, 404.40915041011863, 1341254829.341502]
[667.1245634869166, 423.54430452897964, 1341254829.357764]	[821.18584570675557, 404.40915041011863, 1341254829.3579619]
[664.98977349050801, 426.43547661497234, 1341254829.374068]	[821.18584570675557, 404.40915041011863, 1341254829.3742311]
[662.87458101457196, 429.30010754036368, 1341254829.390244]	[821.18584570675557, 404.40915041011863, 1341254829.390415]
[660.64139837960624, 432.32453397481322, 1341254829.40733]	[821.18584570675557, 404.40915041011863, 1341254829.4074919]
[658.54972915956319, 435.15730706832198, 1341254829.423346]	[821.18584570675557, 404.40915041011863, 1341254829.4235089]
[656.3672383621315, 438.11308092995978, 1341254829.4400411]	[821.18584570675557, 404.40915041011863, 1341254829.44015]
[654.25061268120066, 440.9796528623267, 1341254829.4563041]	[821.18584570675557, 404.40915041011863, 1341254829.456434]
[652.13108943364978, 443.85014900444855, 1341254829.472486]	[821.18584570675557, 404.40915041011863, 1341254829.472594]
[649.95252437163856, 446.80060619480537, 1341254829.4891641]	[821.18584570675557, 404.40915041011863, 1341254829.48929]
[647.84294008916049, 449.6576418755094, 1341254829.505312]	[821.18584570675557, 404.40915041011863, 1341254829.5054469]
[645.67300541374857, 452.59641082820872, 1341254829.5219181]	[821.18584570675557, 404.40915041011863, 1341254829.522053]
[643.54460252655599, 455.47893277441869, 1341254829.538204]	[821.18584570675557, 404.40915041011863, 1341254829.5383329]
[641.39856498660106, 458.38533754558966, 1341254829.554584]	[821.18584570675557, 404.40915041011863, 1341254829.5546939]
[639.23648178203018, 461.3134731557268, 1341254829.571171]	[821.18584570675557, 404.40915041011863, 1341254829.5712979]
[637.07489708354456, 464.2409336330029, 1341254829.587714]	[821.18584570675557, 404.40915041011863, 1341254829.5878401]
[634.95512458295116, 467.11176734155538, 1341254829.6039591]	[821.18584570675557, 404.40915041011863, 1341254829.6040871]
[632.80946092256022, 470.01766576308057, 1341254829.6203091]	[821.18584570675557, 404.40915041011863, 1341254829.620419]
[630.68018564971851, 472.90136919179758, 1341254829.636641]	[821.18584570675557, 404.40915041011863, 1341254829.6367719]
[628.52903842239084, 475.8146940747946, 1341254829.65307]	[821.18584570675557, 404.40915041011863, 1341254829.6531839]
[626.37175333888956, 478.73633153114372, 1341254829.6696119]	[821.18584570675557, 404.40915041011863, 1341254829.6697509]
[624.21294158050262, 481.66003658187992, 1341254829.6861341]	[821.18584570675557, 404.40915041011863, 1341254829.68626]
[622.09120621219893, 484.53352862607289, 1341254829.702373]	[821.18584570675557, 404.40915041011863, 1341254829.7025011]
[619.94529329876536, 487.4397646140286, 1341254829.7187469]	[821.18584570675557, 404.40915041011863, 1341254829.7188549]
[617.79585968610536, 490.35076872781565, 1341254829.735255]	[821.18584570675557, 404.40915041011863, 1341254829.735383]
[615.64318578389179, 493.26616120519986, 1341254829.7517281]	[821.18584570675557, 404.40915041011863, 1341254829.7518539]
[613.52079612635134, 496.140539361273, 1341254829.7679131]	[821.18584570675557, 404.40915041011863, 1341254829.7680211]
[611.35017600507217, 499.08023662165624, 1341254829.78456]	[821.18584570675557, 404.40915041011863, 1341254829.784692]
[609.23563781837299, 501.94398143516742, 1341254829.8007059]	[821.18584570675557, 404.40915041011863, 1341254829.800818]
[607.06610817915521, 504.88220184241698, 1341254829.817349]	[821.18584570675557, 404.40915041011863, 1341254829.8174789]
[604.931162399595, 507.7735849074287, 1341254829.8336811]	[821.18584570675557, 404.40915041011863, 1341254829.8338089]
[602.78238307617175, 510.68370290933558, 1341254829.8501251]	[821.18584570675557, 404.40915041011863, 1341254829.8502491]
[600.62537840234347, 513.60496060345042, 1341254829.8666289]	[821.18584570675557, 404.40915041011863, 1341254829.8667569]
[598.46681589699904, 516.52832808775611, 1341254829.8831511]	[821.18584570675557, 404.40915041011863, 1341254829.883276]
[596.34168445599016, 519.40641947456527, 1341254829.8993731]	[821.18584570675557, 404.40915041011863, 1341254829.899482]
[594.22948301656515, 522.26699960278995, 1341254829.9155331]	[821.18584570675557, 404.40915041011863, 1341254829.9156411]
[592.05353511150111, 525.21391234562589, 1341254829.9322269]	[821.18584570675557, 404.40915041011863, 1341254829.932358]
[589.90045617309329, 528.12985336845986, 1341254829.9487031]	[821.18584570675557, 404.40915041011863, 1341254829.9488289]
[587.75769007932217, 531.0318275802299, 1341254829.965101]	[821.18584570675557, 404.40915041011863, 1341254829.9652269]
[585.61006355122083, 533.94038433739559, 1341254829.9815271]	[821.18584570675557, 404.40915041011863, 1341254829.981653]
[583.49789326842608, 536.80092226981651, 1341254829.9976571]	[821.18584570675557, 404.40915041011863, 1341254829.9977651]
[581.33643319646171, 539.72821396387735, 1341254830.0141449]	[821.18584570675557, 404.40915041011863, 1341254830.014231]
[586.331954018695, 534.73269314164418, 1341254830.0303459]	[821.18584570675557, 404.40915041011863, 1341254830.030432]
[589.24240958703251, 532.5836645651782, 1341254830.0468249]	[821.18584570675557, 404.40915041011863, 1341254830.046912]
[592.14455258201781, 530.44077384488583, 1341254830.063226]	[821.18584570675557, 404.40915041011863, 1341254830.063313]
[595.0568225699194, 528.29040553331618, 1341254830.079679]	[821.18584570675557, 404.40915041011863, 1341254830.0797651]
[597.96710935504166, 526.14150158337156, 1341254830.096122]	[821.18584570675557, 404.40915041011863, 1341254830.0962069]
[600.84216264397594, 524.01861341974609, 1341254830.1123681]	[821.18584570675557, 404.40915041011863, 1341254830.1124549]
[603.80502540065515, 521.83088830842007, 1341254830.1292059]	[821.18584570675557, 404.40915041011863, 1341254830.129333]
[606.69834947264258, 519.69450932386508, 1341254830.1455109]	[821.18584570675557, 404.40915041011863, 1341254830.1456189]
[609.6358947470311, 517.52547819073243, 1341254830.1621499]	[821.18584570675557, 404.40915041011863, 1341254830.1622751]
[612.50335279127808, 515.40819822056483, 1341254830.1783111]	[821.18584570675557, 404.40915041011863, 1341254830.1784201]
[615.40566456947874, 513.26518287375109, 1341254830.19468]	[821.18584570675557, 404.40915041011863, 1341254830.1947751]
[618.34426473896269, 511.09537282486042, 1341254830.21135]	[821.18584570675557, 404.40915041011863, 1341254830.2114789]
[621.21509844751517, 508.97560032426702, 1341254830.2275331]	[821.18584570675557, 404.40915041011863, 1341254830.2276411]
[624.09285226789393, 506.85071813630088, 1341254830.2437921]	[821.18584570675557, 404.40915041011863, 1341254830.2439001]
[627.05782481476399, 504.66143519345883, 1341254830.2605851]	[821.18584570675557, 404.40915041011863, 1341254830.26071]
[629.92490309677669, 502.54443563296422, 1341254830.276746]	[821.18584570675557, 404.40915041011863, 1341254830.276854]
[632.84548565803038, 500.38792946522108, 1341254830.293247]	[821.18584570675557, 404.40915041011863, 1341254830.2933631]
[635.73788142233388, 498.25223592653299, 1341254830.309587]	[821.18584570675557, 404.40915041011863, 1341254830.309696]
[638.62057215175923, 496.12370841281916, 1341254830.3258791]	[821.18584570675557, 404.40915041011863, 1341254830.3259881]
[641.58820303426978, 493.93246260226692, 1341254830.34269]	[821.18584570675557, 404.40915041011863, 1341254830.3428149]
[644.4937216935607, 491.78707935154875, 1341254830.359103]	[821.18584570675557, 404.40915041011863, 1341254830.3592279]
[647.33358368211077, 489.69017581761182, 1341254830.375108]	[821.18584570675557, 404.40915041011863, 1341254830.3752179]
[650.27041162783451, 487.52167434719456, 1341254830.3916769]	[821.18584570675557, 404.40915041011863, 1341254830.391773]
[653.16850382565326, 485.38177466341313, 1341254830.408026]	[821.18584570675557, 404.40915041011863, 1341254830.408113]
[656.10128097421034, 483.21626422950692, 1341254830.42469]	[821.18584570675557, 404.40915041011863, 1341254830.4248159]
[659.01173654254785, 481.06723565304105, 1341254830.4412069]	[821.18584570675557, 404.40915041011863, 1341254830.4413199]
[661.90700162151097, 478.92942346349105, 1341254830.4574831]	[821.18584570675557, 404.40915041011863, 1341254830.457607]
[664.7609992043399, 476.82208245839627, 1341254830.4735711]	[821.18584570675557, 404.40915041011863, 1341254830.4736791]
[667.67377554188738, 474.67134026726262, 1341254830.4900401]	[821.18584570675557, 404.40915041011863, 1341254830.4901481]
[670.90103720528941, 472.28838771033861, 1341254830.5082791]	[821.18584570675557, 404.40915041011863, 1341254830.508388]
[673.52675548946388, 470.34960407528615, 1341254830.523159]	[821.18584570675557, 404.40915041011863, 1341254830.523267]
[676.43970061022651, 468.19873725763136, 1341254830.5396111]	[821.18584570675557, 404.40915041011863, 1341254830.539736]
[679.33336224864456, 466.06210902003363, 1341254830.5559211]	[821.18584570675557, 404.40915041011863, 1341254830.55604]
[682.27761665584012, 463.88812398267987, 1341254830.572578]	[821.18584570675557, 404.40915041011863, 1341254830.572686]
[685.16579283976182, 461.75554610702409, 1341254830.5889111]	[821.18584570675557, 404.40915041011863, 1341254830.5890369]
[688.03291331757828, 459.63851538989911, 1341254830.605099]	[821.18584570675557, 404.40915041011863, 1341254830.605222]
[690.97843359888839, 457.46359565363559, 1341254830.621752]	[821.18584570675557, 404.40915041011863, 1341254830.6218779]
[693.84977365708676, 455.34344927347831, 1341254830.6379459]	[821.18584570675557, 404.40915041011863, 1341254830.6380601]
[696.75651599468824, 453.19716248048076, 1341254830.65434]	[821.18584570675557, 404.40915041011863, 1341254830.6544411]
[699.64469217860983, 451.06458460482509, 1341254830.6706319]	[821.18584570675557, 404.40915041011863, 1341254830.670718]
[702.58844023615961, 448.89097344703509, 1341254830.687355]	[821.18584570675557, 404.40915041011863, 1341254830.68748]
[705.4834943361036, 446.75331704063683, 1341254830.703711]	[821.18584570675557, 404.40915041011863, 1341254830.7038391]
[708.38281021223315, 444.612513814576, 1341254830.7200971]	[821.18584570675557, 404.40915041011863, 1341254830.7202251]
[711.30976433986348, 442.45130299565426, 1341254830.7366359]	[821.18584570675557, 404.40915041011863, 1341254830.736763]
[714.22359557250638, 440.2997818887626, 1341254830.7530971]	[821.18584570675557, 404.40915041011863, 1341254830.753222]
[717.09476684748938, 438.17976013512668, 1341254830.7693231]	[821.18584570675557, 404.40915041011863, 1341254830.769448]
[720.0013404018755, 436.03359796865038, 1341254830.785744]	[821.18584570675557, 404.40915041011863, 1341254830.7858689]
[722.9128930611123, 433.88375931979624, 1341254830.802196]	[821.18584570675557, 404.40915041011863, 1341254830.802321]
[725.82955141261095, 431.73015071867303, 1341254830.8186769]	[821.18584570675557, 404.40915041011863, 1341254830.8188009]
[728.71257970846682, 429.60137395191657, 1341254830.834924]	[821.18584570675557, 404.40915041011863, 1341254830.835032]
[731.65172842340053, 427.43115886683177, 1341254830.8515871]	[821.18584570675557, 404.40915041011863, 1341254830.8517129]
[734.50661211810984, 425.32316357250011, 1341254830.8676791]	[821.18584570675557, 404.40915041011863, 1341254830.8677869]
[737.45479073506044, 423.14628096852641, 1341254830.884316]	[821.18584570675557, 404.40915041011863, 1341254830.8844171]
[740.35267195386018, 421.00653706789637, 1341254830.900738]	[821.18584570675557, 404.40915041011863, 1341254830.9008651]
[743.25219880900886, 418.86557805868404, 1341254830.9171121]	[821.18584570675557, 404.40915041011863, 1341254830.917237]
[746.11877074137556, 416.7489523777532, 1341254830.9332449]	[821.18584570675557, 404.40915041011863, 1341254830.933341]
[749.08673919031685, 414.55745731415846, 1341254830.9500949]	[821.18584570675557, 404.40915041011863, 1341254830.9502261]
[751.94554709478132, 412.44656445320675, 1341254830.966197]	[821.18584570675557, 404.40915041011863, 1341254830.966306]
[754.91457043881803, 410.25429047385387, 1341254830.982913]	[815.25468830321142, 398.47799300657448, 1341254830.9830501]
[757.76700677690587, 408.14810226408099, 1341254830.999121]	[809.55643438453853, 392.77973908790159, 1341254830.9993141]
[760.67657623336322, 405.99972797685189, 1341254831.015528]	[803.7440468000982, 386.96735150346126, 1341254831.015696]
[763.56120796976415, 403.86976725814316, 1341254831.0318091]	[797.98147679059775, 381.20478149396081, 1341254831.031956]
[766.47752875483229, 401.71640791006257, 1341254831.048264]	[792.15560221463397, 375.37890691799691, 1341254831.048399]
[769.35296180600085, 399.5932393367641, 1341254831.0645039]	[786.41140823108412, 369.63471293444718, 1341254831.0646369]
[772.28907242305968, 397.42526752906247, 1341254831.0810931]	[780.545999911217, 363.76930461458005, 1341254831.0812249]
[775.16699502665347, 395.30026071457496, 1341254831.0973561]	[774.796832599543, 358.02013730290605, 1341254831.097487]
[778.05744978398138, 393.16600038088177, 1341254831.113688]	[769.02263005985355, 352.24593476321661, 1341254831.1138201]
[780.98529002349164, 391.00413527272326, 1341254831.1302321]	[763.17374330460268, 346.39704800796574, 1341254831.130363]
[783.93414377330339, 388.8267541626642, 1341254831.146888]	[763.17374330460268, 346.39704800796574, 1341254831.14698]
[786.8630389079093, 386.66411013874767, 1341254831.1635311]	[763.17374330460268, 346.39704800796574, 1341254831.1636569]
[789.72074972147448, 384.55402735018436, 1341254831.1796379]	[763.17374330460268, 346.39704800796574, 1341254831.1797471]
[792.62221758359874, 382.41163513597724, 1341254831.196002]	[763.17374330460268, 346.39704800796574, 1341254831.1960969]
[795.5611553195132, 380.24157583404394, 1341254831.2126801]	[763.17374330460268, 346.39704800796574, 1341254831.2128041]
[798.44329750348879, 378.11345335652425, 1341254831.2289381]	[763.17374330460268, 346.39704800796574, 1341254831.229049]
[801.33252858250603, 375.98009656511033, 1341254831.245244]	[763.17374330460268, 346.39704800796574, 1341254831.245352]
[804.29416766087456, 373.79327499606381, 1341254831.262023]	[763.17374330460268, 346.39704800796574, 1341254831.26215]
[807.16373549531249, 371.67443719438018, 1341254831.2782111]	[763.17374330460268, 346.39704800796574, 1341254831.2783201]
[640.0, 400.0, 1341254831.2947121]	[763.17374330460268, 346.39704800796574, 1341254831.294836]
[642.21269707319141, 397.22071541819446, 1341254831.3108089]	[763.17374330460268, 346.39704800796574, 1341254831.310919]
[644.49599371783916, 394.35275340159342, 1341254831.3275001]	[763.17374330460268, 346.39704800796574, 1341254831.3276219]
[646.7672025136028, 391.49997447193084, 1341254831.3440869]	[763.17374330460268, 346.39704800796574, 1341254831.3442271]
[649.01952812921741, 388.67091398618868, 1341254831.3605261]	[763.17374330460268, 346.39704800796574, 1341254831.360651]
[651.19524291879543, 385.93808144334162, 1341254831.376363]	[763.17374330460268, 346.39704800796574, 1341254831.376472]
[653.57814997222181, 382.94500258329185, 1341254831.3937471]	[769.32204127167483, 352.545345975038, 1341254831.393913]
[656.25116539886994, 379.58752963671452, 1341254831.4132609]	[776.21886726830053, 359.44217197166358, 1341254831.413439]
[657.9632948488063, 377.4369889956497, 1341254831.425755]	[780.63644704812145, 363.85975175148451, 1341254831.425921]
[660.21467303842735, 374.60911853564062, 1341254831.442188]	[786.44537859098386, 369.66868329434692, 1341254831.4423549]
[662.48767867659262, 371.75408266062232, 1341254831.4588239]	[792.31011256127476, 375.53341726463782, 1341254831.4590161]
[664.74617889609681, 368.91726648993051, 1341254831.475297]	[798.137420130088, 381.36072483345106, 1341254831.475491]
[666.97779181929889, 366.11422242883441, 1341254831.491574]	[803.8953539862523, 387.11865868961536, 1341254831.4917679]
[669.23805621134284, 363.27519034815703, 1341254831.5081339]	[809.72721341470469, 392.95051811806775, 1341254831.508302]
[671.49570701443895, 360.43944109708775, 1341254831.524554]	[815.55232934739547, 398.77563405075841, 1341254831.5247469]
[673.75064621900162, 357.60709778173737, 1341254831.5410099]	[815.55232934739547, 398.77563405075841, 1341254831.541198]
[676.01803264092882, 354.75911999037703, 1341254831.5575571]	[815.55232934739547, 398.77563405075841, 1341254831.5577559]
[678.21936060219673, 351.994115717368, 1341254831.573596]	[815.55232934739547, 398.77563405075841, 1341254831.573761]
[680.4948491498626, 349.13596115422172, 1341254831.5901849]	[815.55232934739547, 398.77563405075841, 1341254831.590348]
[682.72881430311793, 346.32996254647833, 1341254831.606493]	[815.55232934739547, 398.77563405075841, 1341254831.6066549]
[685.03785479890291, 343.42966465823486, 1341254831.6233671]	[815.55232934739547, 398.77563405075841, 1341254831.6234901]
[687.25264274325286, 340.64775381274285, 1341254831.6395509]	[815.55232934739547, 398.77563405075841, 1341254831.6396661]
[689.50767995740091, 337.81528739128191, 1341254831.655998]	[815.55232934739547, 398.77563405075841, 1341254831.6561351]
[691.71916824570394, 335.03752111817039, 1341254831.6721389]	[815.55232934739547, 398.77563405075841, 1341254831.6722641]
[693.97025240656831, 332.21001997649216, 1341254831.6885531]	[815.55232934739547, 398.77563405075841, 1341254831.6886809]
[696.2168281264976, 329.38818171588855, 1341254831.704921]	[815.55232934739547, 398.77563405075841, 1341254831.7050281]
[698.48258105533228, 326.54225569303344, 1341254831.7214921]	[815.55232934739547, 398.77563405075841, 1341254831.7216179]
[700.74447894046875, 323.70117184385072, 1341254831.738003]	[815.55232934739547, 398.77563405075841, 1341254831.738131]
[703.00092095867649, 320.86694090147535, 1341254831.754467]	[815.55232934739547, 398.77563405075841, 1341254831.754591]
[705.29009817845713, 317.9915925182554, 1341254831.7711771]	[809.64586999707876, 392.8691747004417, 1341254831.7713411]
[707.47594062520852, 315.24603901067587, 1341254831.787082]	[804.00603161044205, 387.22933631380499, 1341254831.7872479]
[709.73156589686994, 312.41283395255323, 1341254831.803592]	[798.18614188696665, 381.40944659032971, 1341254831.803786]
[711.99166693960467, 309.57400704872612, 1341254831.820085]	[792.35470392699926, 375.57800863036232, 1341254831.8202789]
[714.23236208440107, 306.75955515474118, 1341254831.836436]	[786.57333642306298, 369.79664112642604, 1341254831.8366289]
[716.46221083506339, 303.95872700363088, 1341254831.8526649]	[780.81995442653783, 364.04325912990089, 1341254831.8528309]
